glider_sn, 1012
deployment_number, 3
fin_type, radome
glider_type, G3
length_days, 67.88472222222222
launch_datetime, 2023-12-13T19:46:00
end_datetime, 2024-02-19T17:00:00
log file,open time,disconnect,in-mission,data transfer drop,flight xfer drop,science xfer drop,other data xfer drop
ce_1012_20231226T053559_network_net_0.log,2023-12-26T05:35:59,True,True,False,False,False,False
ce_1012_20231226T073216_network_net_0.log,2023-12-26T07:32:16,False,True,True,False,True,False
ce_1012_20231226T114215_network_net_1.log,2023-12-26T11:42:15,True,True,False,False,False,False
ce_1012_20231226T131011_network_net_0.log,2023-12-26T13:10:11,True,True,False,False,False,False
ce_1012_20231226T170700_network_net_0.log,2023-12-26T17:07:00,True,True,False,False,False,False
ce_1012_20231226T195323_network_net_0.log,2023-12-26T19:53:23,False,True,False,False,False,False
ce_1012_20231226T200215_network_net_0.log,2023-12-26T20:02:15,True,True,False,False,False,False
ce_1012_20231227T034941_network_net_0.log,2023-12-27T03:49:41,False,True,False,False,False,False
ce_1012_20231227T113804_network_net_1.log,2023-12-27T11:38:04,False,True,True,False,True,False
ce_1012_20231227T114719_network_net_0.log,2023-12-27T11:47:19,False,False,False,False,False,False
ce_1012_20231227T120431_network_net_0.log,2023-12-27T12:04:31,True,False,False,False,False,False
ce_1012_20231227T194908_network_net_0.log,2023-12-27T19:49:08,False,True,False,False,False,False
ce_1012_20231228T033424_network_net_0.log,2023-12-28T03:34:24,False,True,False,False,False,False
ce_1012_20231229T023619_network_net_0.log,2023-12-29T02:36:19,True,True,False,False,False,False
ce_1012_20231229T102530_network_net_0.log,2023-12-29T10:25:30,False,True,False,False,False,False
ce_1012_20231229T180142_network_net_0.log,2023-12-29T18:01:42,True,True,False,False,False,False
ce_1012_20231229T220903_network_net_0.log,2023-12-29T22:09:03,True,True,False,False,False,False
ce_1012_20231230T015841_network_net_0.log,2023-12-30T01:58:41,False,True,False,False,False,False
ce_1012_20231230T093304_network_net_0.log,2023-12-30T09:33:04,True,True,False,False,False,False
ce_1012_20231230T171833_network_net_0.log,2023-12-30T17:18:33,True,True,False,False,False,False
ce_1012_20231230T211418_network_net_0.log,2023-12-30T21:14:18,False,True,False,False,False,False
ce_1012_20231231T005811_network_net_0.log,2023-12-31T00:58:11,False,True,False,False,False,False
ce_1012_20231231T161250_network_net_0.log,2023-12-31T16:12:50,True,True,False,False,False,False
ce_1012_20240101T002105_network_net_0.log,2024-01-01T00:21:05,False,True,True,False,True,False
ce_1012_20240101T081235_network_net_0.log,2024-01-01T08:12:35,False,True,True,True,False,False
ce_1012_20240101T233638_network_net_0.log,2024-01-01T23:36:38,False,True,True,True,False,False
ce_1012_20240102T075327_network_net_0.log,2024-01-02T07:53:27,False,True,True,False,True,False
ce_1012_20240102T080352_network_net_0.log,2024-01-02T08:03:52,True,True,False,False,False,False
ce_1012_20240102T105514_network_net_0.log,2024-01-02T10:55:14,False,True,False,False,False,False
ce_1012_20240102T105715_network_net_0.log,2024-01-02T10:57:15,True,True,False,False,False,False
ce_1012_20240102T183636_network_net_0.log,2024-01-02T18:36:36,False,True,True,False,True,False
ce_1012_20240103T021519_network_net_0.log,2024-01-03T02:15:19,False,True,True,False,True,False
ce_1012_20240103T104236_network_net_0.log,2024-01-03T10:42:36,False,True,True,False,True,False
ce_1012_20240103T183933_network_net_0.log,2024-01-03T18:39:33,False,False,True,True,False,False
ce_1012_20240103T191530_network_net_0.log,2024-01-03T19:15:30,True,False,False,False,False,False
ce_1012_20240103T192639_network_net_0.log,2024-01-03T19:26:39,True,False,False,False,False,False
ce_1012_20240103T200044_network_net_0.log,2024-01-03T20:00:44,True,False,False,False,False,False
ce_1012_20240103T201643_network_net_0.log,2024-01-03T20:16:43,False,False,True,True,False,False
ce_1012_20240103T203246_network_net_0.log,2024-01-03T20:32:46,True,False,False,False,False,False
ce_1012_20240103T204137_network_net_0.log,2024-01-03T20:41:37,False,False,True,True,False,False
ce_1012_20240103T205930_network_net_0.log,2024-01-03T20:59:30,False,True,False,False,False,False
ce_1012_20240103T210603_network_net_0.log,2024-01-03T21:06:03,False,False,False,False,False,False
ce_1012_20240103T210812_network_net_0.log,2024-01-03T21:08:12,True,False,False,False,False,False
ce_1012_20240104T044606_network_net_0.log,2024-01-04T04:46:06,False,True,True,False,True,False
ce_1012_20240104T200408_network_net_0.log,2024-01-04T20:04:08,False,True,True,True,False,False
ce_1012_20240105T022105_network_net_0.log,2024-01-05T02:21:05,False,True,True,True,False,False
ce_1012_20240105T074145_network_net_0.log,2024-01-05T07:41:45,False,True,True,True,False,False
ce_1012_20240105T154532_network_net_0.log,2024-01-05T15:45:32,False,True,False,False,False,False
ce_1012_20240105T174902_network_net_0.log,2024-01-05T17:49:02,True,True,False,False,False,False
ce_1012_20240105T190902_network_net_0.log,2024-01-05T19:09:02,True,True,False,False,False,False
ce_1012_20240105T200140_network_net_0.log,2024-01-05T20:01:40,False,True,True,True,False,False
ce_1012_20240105T211357_network_net_0.log,2024-01-05T21:13:57,False,True,True,True,False,False
ce_1012_20240105T215608_network_net_0.log,2024-01-05T21:56:08,True,True,False,False,False,False
ce_1012_20240105T224502_network_net_0.log,2024-01-05T22:45:02,True,True,False,False,False,False
ce_1012_20240105T232501_network_net_0.log,2024-01-05T23:25:01,True,True,False,False,False,False
ce_1012_20240106T000204_network_net_0.log,2024-01-06T00:02:04,True,True,False,False,False,False
ce_1012_20240106T012958_network_net_0.log,2024-01-06T01:29:58,True,True,False,False,False,False
ce_1012_20240106T034628_network_net_0.log,2024-01-06T03:46:28,False,True,True,False,True,False
ce_1012_20240106T072002_network_net_0.log,2024-01-06T07:20:02,True,True,False,False,False,False
ce_1012_20240106T104034_network_net_0.log,2024-01-06T10:40:34,False,True,False,False,False,False
ce_1012_20240106T161558_network_net_0.log,2024-01-06T16:15:58,False,True,False,False,False,False
ce_1012_20240106T212447_network_net_1.log,2024-01-06T21:24:47,False,True,True,False,True,False
ce_1012_20240106T213057_network_net_1.log,2024-01-06T21:30:57,True,False,False,False,False,False
ce_1012_20240107T023816_network_net_0.log,2024-01-07T02:38:16,False,True,True,False,True,False
ce_1012_20240107T074528_network_net_0.log,2024-01-07T07:45:28,False,True,True,False,True,False
ce_1012_20240107T135939_network_net_0.log,2024-01-07T13:59:39,False,True,True,False,True,False
ce_1012_20240107T140640_network_net_0.log,2024-01-07T14:06:40,False,False,False,False,False,False
ce_1012_20240107T141621_network_net_0.log,2024-01-07T14:16:21,False,False,False,False,False,False
ce_1012_20240107T142018_network_net_0.log,2024-01-07T14:20:18,False,False,False,False,False,False
ce_1012_20240107T142505_network_net_0.log,2024-01-07T14:25:05,False,False,False,False,False,False
ce_1012_20240107T142717_network_net_0.log,2024-01-07T14:27:17,False,False,False,False,False,False
ce_1012_20240107T143037_network_net_0.log,2024-01-07T14:30:37,False,False,False,False,False,False
ce_1012_20240107T143704_network_net_0.log,2024-01-07T14:37:04,False,False,False,False,False,False
ce_1012_20240107T144555_network_net_0.log,2024-01-07T14:45:55,False,True,False,False,False,False
ce_1012_20240107T144725_network_net_0.log,2024-01-07T14:47:25,True,False,False,False,False,False
ce_1012_20240107T220918_network_net_0.log,2024-01-07T22:09:18,False,True,False,False,False,False
ce_1012_20240108T054501_network_net_0.log,2024-01-08T05:45:01,True,True,False,False,False,False
ce_1012_20240108T132152_network_net_0.log,2024-01-08T13:21:52,False,True,False,False,False,False
ce_1012_20240108T210422_network_net_0.log,2024-01-08T21:04:22,True,True,False,False,False,False
ce_1012_20240109T044001_network_net_0.log,2024-01-09T04:40:01,False,True,False,False,False,False
ce_1012_20240109T122323_network_net_0.log,2024-01-09T12:23:23,False,True,False,False,False,False
ce_1012_20240109T200308_network_net_0.log,2024-01-09T20:03:08,True,True,False,False,False,False
ce_1012_20240110T034317_network_net_0.log,2024-01-10T03:43:17,False,True,False,False,False,False
ce_1012_20240110T034506_network_net_0.log,2024-01-10T03:45:06,False,True,False,False,False,False
ce_1012_20240110T112638_network_net_0.log,2024-01-10T11:26:38,False,True,False,False,False,False
ce_1012_20240110T190533_network_net_0.log,2024-01-10T19:05:33,True,True,False,False,False,False
ce_1012_20240111T101629_network_net_0.log,2024-01-11T10:16:29,True,True,False,False,False,False
ce_1012_20240111T175235_network_net_0.log,2024-01-11T17:52:35,False,True,False,False,False,False
ce_1012_20240112T012630_network_net_0.log,2024-01-12T01:26:30,False,True,False,False,False,False
ce_1012_20240112T090524_network_net_0.log,2024-01-12T09:05:24,False,True,False,False,False,False
ce_1012_20240112T164604_network_net_0.log,2024-01-12T16:46:04,False,True,False,False,False,False
ce_1012_20240113T002744_network_net_0.log,2024-01-13T00:27:44,True,True,False,False,False,False
ce_1012_20240113T154900_network_net_0.log,2024-01-13T15:49:00,True,True,False,False,False,False
ce_1012_20240113T233233_network_net_0.log,2024-01-13T23:32:33,True,True,False,False,False,False
ce_1012_20240114T071442_network_net_0.log,2024-01-14T07:14:42,False,True,False,False,False,False
ce_1012_20240114T144803_network_net_0.log,2024-01-14T14:48:03,True,True,False,False,False,False
ce_1012_20240115T054901_network_net_0.log,2024-01-15T05:49:01,True,True,False,False,False,False
ce_1012_20240115T133143_network_net_0.log,2024-01-15T13:31:43,True,True,False,False,False,False
ce_1012_20240115T211729_network_net_0.log,2024-01-15T21:17:29,False,True,False,False,False,False
ce_1012_20240116T123709_network_net_0.log,2024-01-16T12:37:09,True,True,False,False,False,False
ce_1012_20240116T201908_network_net_0.log,2024-01-16T20:19:08,False,True,True,False,True,False
ce_1012_20240116T213145_network_net_0.log,2024-01-16T21:31:45,False,True,True,False,True,False
ce_1012_20240116T213834_network_net_1.log,2024-01-16T21:38:34,False,False,False,False,False,False
ce_1012_20240116T233107_network_net_0.log,2024-01-16T23:31:07,False,True,True,False,True,False
ce_1012_20240116T234053_network_net_0.log,2024-01-16T23:40:53,True,True,False,False,False,False
ce_1012_20240117T071919_network_net_0.log,2024-01-17T07:19:19,False,True,True,False,True,False
ce_1012_20240117T150637_network_net_0.log,2024-01-17T15:06:37,False,True,True,True,False,False
